timestamp,turbine_id,wind_speed,rpm,gearbox_temp,bearing_vibration,power_output,ambient_temp,is_fault
2026-01-01 16:50:00,1,12.33,15.69,77.17,1.364,2004.87,22.47,0
2026-01-01 17:00:00,1,11.43,15.35,72.23,1.288,1666.34,22.31,0
2026-01-01 17:10:00,1,11.37,15.1,68.65,1.3,1609.43,21.9,0
2026-01-01 17:20:00,1,10.58,14.05,64.23,1.2,1194.19,21.39,0
2026-01-01 17:30:00,1,12.78,15.83,76.33,1.337,2007.82,21.72,0
2026-01-01 17:40:00,1,11.39,15.3,70.31,1.364,1636.08,20.66,0
2026-01-01 17:50:00,1,14.76,15.97,74.2,1.317,2012.02,21.2,0
2026-01-01 18:00:00,1,11.49,15.34,71.3,1.194,1683.86,21.23,0
2026-01-01 18:10:00,1,14.48,15.82,74.7,1.248,1978.19,20.64,0
2026-01-01 18:20:00,1,11.21,15.16,68.58,1.266,1521.75,20.93,0
2026-01-01 18:30:00,1,11.61,15.83,70.03,1.359,1738.7,20.35,0
2026-01-01 18:40:00,1,10.91,14.51,66.51,1.36,1378.52,20.67,0
2026-01-01 18:50:00,1,11.9,16.0,73.88,1.272,1971.41,19.38,0
2026-01-01 19:00:00,1,14.13,16.1,74.32,1.328,1999.61,19.85,0
2026-01-01 19:10:00,1,13.35,15.83,74.19,1.347,2005.78,19.88,0
2026-01-01 19:20:00,1,11.64,15.4,70.37,1.298,1751.27,19.71,0
2026-01-01 19:30:00,1,13.06,16.11,73.88,1.324,1999.55,19.85,0
2026-01-01 19:40:00,1,12.18,15.82,74.0,1.281,2006.34,19.9,0
2026-01-01 19:50:00,1,11.53,15.43,68.96,1.303,1720.45,19.03,0
2026-01-01 20:00:00,1,9.9,13.69,59.64,1.221,925.59,19.88,0
2026-01-01 20:10:00,1,11.56,15.57,69.35,1.277,1724.58,18.93,0
2026-01-01 20:20:00,1,12.43,16.03,72.8,1.383,1996.19,19.09,0
2026-01-01 20:30:00,1,11.7,15.44,69.38,1.226,1802.86,18.35,0
2026-01-01 20:40:00,1,13.02,15.84,71.67,1.291,2001.84,18.23,0
2026-01-01 20:50:00,1,12.92,16.03,72.73,1.34,1987.08,18.54,0
2026-01-01 21:00:00,1,10.4,14.13,60.83,1.26,1140.61,18.12,0
2026-01-01 21:10:00,1,12.56,16.09,72.81,1.231,1990.1,18.06,0
2026-01-01 21:20:00,1,11.87,16.0,71.92,1.275,1913.63,18.65,0
2026-01-01 21:30:00,1,12.1,15.93,72.53,1.329,1986.64,17.95,0
2026-01-01 21:40:00,1,13.17,15.94,71.5,1.34,2011.23,17.47,0
2026-01-01 21:50:00,1,11.46,15.43,66.68,1.319,1649.96,17.63,0
2026-01-01 22:00:00,1,11.47,15.49,67.4,1.277,1666.8,17.2,0
2026-01-01 22:10:00,1,12.66,16.02,69.92,1.289,1998.14,16.88,0
2026-01-01 22:20:00,1,11.37,15.39,66.12,1.262,1627.02,16.76,0
2026-01-01 22:30:00,1,13.08,16.21,71.14,1.215,2009.12,16.58,0
2026-01-01 22:40:00,1,11.79,15.85,66.83,1.312,1823.82,15.38,0
2026-01-01 22:50:00,1,10.76,14.68,61.26,1.294,1274.56,16.5,0
2026-01-01 23:00:00,1,10.28,14.24,58.06,1.318,1047.56,16.84,0
2026-01-01 23:10:00,1,10.28,14.07,57.54,1.286,1043.94,16.68,0
2026-01-01 23:20:00,1,14.28,15.91,70.52,1.281,1984.12,16.32,0
2026-01-01 23:30:00,1,11.65,15.67,66.94,1.321,1805.79,15.07,0
2026-01-01 23:40:00,1,11.16,14.86,63.52,1.283,1508.59,16.01,0
2026-01-01 23:50:00,1,11.25,15.14,64.24,1.201,1513.72,16.63,0
2026-01-02 00:00:00,1,10.67,14.25,60.41,1.262,1235.37,15.75,0
2026-01-02 00:10:00,1,13.59,16.01,68.24,1.191,1999.87,14.61,0
2026-01-02 00:20:00,1,10.98,15.18,60.85,1.361,1401.39,15.1,0
2026-01-02 00:30:00,1,9.48,13.13,53.06,1.244,740.86,15.41,0
2026-01-02 00:40:00,1,9.74,13.5,53.98,1.206,833.62,14.89,0
2026-01-02 00:50:00,1,10.62,14.56,58.44,1.327,1214.3,14.49,0
2026-01-02 01:00:00,1,9.08,12.75,50.89,1.33,604.68,15.41,0
2026-01-02 01:10:00,1,10.52,14.3,57.07,1.185,1181.95,14.2,0
2026-01-02 01:20:00,1,9.98,13.86,54.36,1.168,936.02,14.21,0
2026-01-02 01:30:00,1,10.77,14.68,60.13,1.236,1285.98,14.72,0
2026-01-02 01:40:00,1,10.09,14.17,55.07,1.242,962.03,14.67,0
2026-01-02 01:50:00,1,11.42,15.41,64.93,1.327,1667.84,14.87,0
2026-01-02 02:00:00,1,10.88,14.87,60.4,1.297,1372.01,14.91,0
2026-01-02 02:10:00,1,10.16,13.82,56.66,1.168,997.89,13.87,0
2026-01-02 02:20:00,1,9.33,12.85,52.05,1.176,710.66,14.14,0
2026-01-02 02:30:00,1,10.08,13.86,53.93,1.237,977.17,13.71,0
2026-01-02 02:40:00,1,13.07,16.11,68.57,1.309,2000.78,14.24,0
2026-01-02 02:50:00,1,9.6,13.53,52.64,1.266,780.65,13.96,0
2026-01-02 03:00:00,1,9.94,13.88,55.12,1.207,918.61,14.92,0
2026-01-02 03:10:00,1,8.79,12.43,51.13,1.14,543.47,14.93,0
2026-01-02 03:20:00,1,8.64,12.13,48.57,1.138,479.97,14.88,0
2026-01-02 03:30:00,1,9.3,12.94,50.48,1.183,682.4,14.27,0
2026-01-02 03:40:00,1,11.52,15.73,63.92,1.365,1700.14,13.85,0
2026-01-02 03:50:00,1,11.6,15.65,64.97,1.32,1744.83,13.88,0
2026-01-02 04:00:00,1,10.16,14.11,54.85,1.296,971.44,14.34,0
2026-01-02 04:10:00,1,9.23,13.06,51.87,1.259,680.08,14.56,0
2026-01-02 04:20:00,1,9.17,12.89,51.24,1.24,671.88,14.06,0
2026-01-02 04:30:00,1,10.8,14.42,59.44,1.214,1314.74,14.46,0
2026-01-02 04:40:00,1,8.5,11.87,48.57,1.177,470.16,15.2,0
2026-01-02 04:50:00,1,9.97,13.79,56.04,1.277,948.04,15.74,0
2026-01-02 05:00:00,1,10.71,14.55,58.18,1.246,1232.73,14.71,0
2026-01-02 05:10:00,1,10.44,14.15,59.04,1.189,1144.32,14.96,0
2026-01-02 05:20:00,1,9.8,13.62,54.9,1.267,866.35,14.84,0
2026-01-02 05:30:00,1,9.96,13.74,55.18,1.194,952.87,14.65,0
2026-01-02 05:40:00,1,8.44,12.03,48.69,1.188,431.94,15.29,0
2026-01-02 05:50:00,1,9.25,12.89,52.16,1.217,618.74,15.63,0
2026-01-02 06:00:00,1,9.81,13.5,55.65,1.278,863.49,15.82,0
2026-01-02 06:10:00,1,8.81,12.29,50.5,1.209,548.25,15.1,0
2026-01-02 06:20:00,1,9.06,12.79,52.08,1.211,612.67,15.67,0
2026-01-02 06:30:00,1,10.87,14.88,60.69,1.256,1337.39,15.36,0
2026-01-02 06:40:00,1,11.1,15.1,63.66,1.248,1471.34,15.7,0
2026-01-02 06:50:00,1,8.14,11.82,48.61,1.163,376.05,16.09,0
2026-01-02 07:00:00,1,9.3,12.98,53.16,1.174,705.29,16.34,0
2026-01-02 07:10:00,1,8.01,11.63,48.52,1.244,334.84,16.76,0
2026-01-02 07:20:00,1,8.19,11.69,50.53,1.162,396.67,17.26,0
2026-01-02 07:30:00,1,9.23,13.18,54.62,1.165,666.28,17.4,0
2026-01-02 07:40:00,1,8.08,11.67,50.73,1.163,361.91,16.85,0
2026-01-02 07:50:00,1,9.75,13.4,55.74,1.375,853.91,16.77,0
2026-01-02 08:00:00,1,7.69,11.14,49.42,1.179,284.81,17.68,0
2026-01-02 08:10:00,1,10.06,14.0,58.37,1.306,973.76,17.58,0
2026-01-02 08:20:00,1,8.05,12.01,49.05,1.184,370.05,17.79,0
2026-01-02 08:30:00,1,9.62,13.39,56.49,1.207,757.07,17.94,0
2026-01-02 08:40:00,1,9.97,13.75,55.96,1.192,904.97,17.27,0
2026-01-02 08:50:00,1,7.32,10.88,48.2,1.199,237.95,17.88,0
2026-01-02 09:00:00,1,9.99,13.66,58.68,1.199,919.87,18.83,0
2026-01-02 09:10:00,1,8.69,12.49,53.6,1.135,528.02,18.72,0
2026-01-02 09:20:00,1,8.17,11.85,50.37,1.147,360.66,18.08,0
2026-01-02 09:30:00,1,11.26,15.35,66.67,1.238,1552.92,18.5,0
2026-01-02 09:40:00,1,10.27,14.13,61.03,1.193,1067.03,19.06,0
2026-01-02 09:50:00,1,9.69,13.37,58.95,1.093,827.21,19.81,0
2026-01-02 10:00:00,1,8.88,12.74,54.22,1.135,580.44,19.0,0
2026-01-02 10:10:00,1,10.05,14.16,60.59,1.222,986.02,18.93,0
2026-01-02 10:20:00,1,9.12,12.85,55.6,1.105,628.27,19.63,0
2026-01-02 10:30:00,1,6.95,10.27,50.39,1.251,169.66,20.53,0
2026-01-02 10:40:00,1,9.78,13.68,58.41,1.163,849.46,20.0,0
2026-01-02 10:50:00,1,8.06,11.73,52.31,1.188,353.08,19.94,0
2026-01-02 11:00:00,1,8.07,11.68,53.29,1.09,366.64,19.92,0
2026-01-02 11:10:00,1,10.71,14.35,66.01,1.236,1249.74,21.13,0
2026-01-02 11:20:00,1,10.27,14.34,61.63,1.273,1043.76,20.53,0
2026-01-02 11:30:00,1,10.23,14.0,61.41,1.242,1028.06,20.32,0
2026-01-02 11:40:00,1,10.72,14.45,66.4,1.308,1282.58,21.55,0
2026-01-02 11:50:00,1,9.31,12.78,56.43,1.293,681.72,19.98,0
2026-01-02 12:00:00,1,9.47,13.29,58.75,1.101,726.84,21.21,0
2026-01-02 12:10:00,1,10.98,14.92,68.47,1.321,1405.23,21.44,0
2026-01-02 12:20:00,1,9.46,13.08,59.16,1.261,735.83,20.8,0
2026-01-02 12:30:00,1,9.35,13.04,60.13,1.216,700.29,22.11,0
2026-01-02 12:40:00,1,10.99,14.79,67.51,1.27,1398.81,20.88,0
2026-01-02 12:50:00,1,10.82,14.45,66.52,1.168,1313.45,21.26,0
2026-01-02 13:00:00,1,9.18,12.82,58.33,1.193,656.34,22.48,0
2026-01-02 13:10:00,1,10.84,14.89,66.45,1.201,1319.21,21.6,0
2026-01-02 13:20:00,1,11.49,15.29,70.11,1.358,1661.85,21.41,0
2026-01-02 13:30:00,1,10.1,13.99,62.88,1.238,982.52,22.39,0
2026-01-02 13:40:00,1,11.68,15.67,73.68,1.284,1771.4,22.14,0
2026-01-02 13:50:00,1,9.12,12.54,58.53,1.265,638.97,21.98,0
2026-01-02 14:00:00,1,12.16,15.95,75.95,1.281,2002.87,21.8,0
2026-01-02 14:10:00,1,10.9,14.8,67.51,1.313,1346.41,22.22,0
2026-01-02 14:20:00,1,10.72,14.73,66.35,1.182,1269.53,22.03,0
2026-01-02 14:30:00,1,9.11,12.85,58.89,1.211,645.0,22.48,0
2026-01-02 14:40:00,1,10.14,14.07,63.9,1.17,1001.5,22.27,0
2026-01-02 14:50:00,1,11.24,15.34,70.84,1.35,1533.6,21.92,0
2026-01-02 15:00:00,1,10.5,14.45,65.19,1.117,1137.8,22.74,0
2026-01-02 15:10:00,1,9.72,13.53,61.26,1.222,835.37,21.88,0
2026-01-02 15:20:00,1,8.82,12.29,57.61,1.135,530.3,22.74,0
2026-01-02 15:30:00,1,9.7,13.64,62.0,1.162,824.1,23.05,0
2026-01-02 15:40:00,1,12.35,16.08,76.56,1.294,1987.35,22.14,0
2026-01-02 15:50:00,1,11.81,15.57,74.46,1.216,1856.48,22.45,0
2026-01-02 16:00:00,1,12.75,16.05,75.0,1.294,1988.65,21.44,0
2026-01-02 16:10:00,1,9.6,13.09,59.66,1.265,800.71,21.91,0
2026-01-02 16:20:00,1,10.46,14.15,64.14,1.203,1121.78,21.89,0
2026-01-02 16:30:00,1,12.0,15.99,76.68,1.208,1986.54,21.9,0
2026-01-02 16:40:00,1,13.1,16.05,76.11,1.344,2000.86,22.32,0
2026-01-02 16:50:00,1,11.53,15.26,71.89,1.243,1719.6,21.8,0
2026-01-02 17:00:00,1,11.74,15.76,72.89,1.21,1850.3,21.57,0
2026-01-02 17:10:00,1,10.25,14.38,62.5,1.18,1021.92,21.73,0
2026-01-02 17:20:00,1,10.85,14.79,66.37,1.276,1325.58,21.43,0
2026-01-02 17:30:00,1,10.36,14.25,64.78,1.281,1099.25,21.28,0
2026-01-02 17:40:00,1,10.22,13.91,62.1,1.205,995.82,21.31,0
2026-01-02 17:50:00,1,13.0,16.09,74.64,1.404,2010.51,20.61,0
2026-01-02 18:00:00,1,12.04,16.09,76.46,1.336,1995.03,21.64,0
2026-01-02 18:10:00,1,11.12,15.11,68.6,1.16,1438.49,20.77,0
2026-01-02 18:20:00,1,10.52,14.29,62.81,1.121,1174.06,20.63,0
2026-01-02 18:30:00,1,12.27,16.02,73.69,1.297,2001.17,20.33,0
2026-01-02 18:40:00,1,12.49,16.26,75.3,1.191,1993.59,20.92,0
2026-01-02 18:50:00,1,12.79,16.11,74.59,1.211,2006.17,19.8,0
2026-01-02 19:00:00,1,12.16,16.02,74.58,1.243,2002.9,20.66,0
2026-01-02 19:10:00,1,10.12,14.02,61.39,1.135,961.8,20.38,0
2026-01-02 19:20:00,1,9.97,13.9,58.29,1.079,901.37,19.88,0
2026-01-02 19:30:00,1,11.75,15.79,70.83,1.301,1857.31,19.71,0
2026-01-02 19:40:00,1,11.77,15.67,72.64,1.292,1858.9,20.45,0
2026-01-02 19:50:00,1,11.95,15.92,71.93,1.337,1971.06,19.19,0
2026-01-02 20:00:00,1,11.0,14.68,64.41,1.255,1400.6,18.83,0
2026-01-02 20:10:00,1,12.5,15.75,73.71,1.315,2001.9,19.73,0
2026-01-02 20:20:00,1,12.89,16.16,73.74,1.368,2004.41,18.9,0
2026-01-02 20:30:00,1,12.01,16.1,72.07,1.3,2005.26,17.88,0
2026-01-02 20:40:00,1,13.75,15.96,74.2,1.317,2000.79,19.25,0
2026-01-02 20:50:00,1,10.69,14.39,62.79,1.194,1276.13,18.34,0
2026-01-02 21:00:00,1,11.26,15.27,65.72,1.259,1529.39,18.5,0
2026-01-02 21:10:00,1,10.87,14.67,64.39,1.315,1343.38,18.26,0
2026-01-02 21:20:00,1,9.76,13.55,56.59,1.176,828.19,17.93,0
2026-01-02 21:30:00,1,11.72,15.74,68.89,1.316,1815.78,18.21,0
2026-01-02 21:40:00,1,10.1,14.03,57.47,1.128,973.09,16.87,0
2026-01-02 21:50:00,1,12.32,16.03,70.01,1.33,2002.48,16.89,0
2026-01-02 22:00:00,1,11.72,15.51,67.08,1.259,1808.33,16.62,0
2026-01-02 22:10:00,1,11.35,15.17,65.89,1.214,1599.92,17.42,0
2026-01-02 22:20:00,1,9.82,13.3,55.28,1.268,865.49,17.24,0
2026-01-02 22:30:00,1,11.65,15.86,67.8,1.277,1758.33,16.82,0
2026-01-02 22:40:00,1,12.15,16.11,70.06,1.301,1997.79,15.93,0
2026-01-02 22:50:00,1,11.51,15.42,67.42,1.271,1714.85,17.21,0
2026-01-02 23:00:00,1,9.9,13.56,56.22,1.181,898.17,16.8,0
2026-01-02 23:10:00,1,12.74,16.02,69.22,1.236,2010.63,16.13,0
2026-01-02 23:20:00,1,12.38,15.85,69.72,1.318,2003.52,16.37,0
2026-01-02 23:30:00,1,12.61,16.08,71.46,1.296,2002.83,15.94,0
2026-01-02 23:40:00,1,13.1,15.77,68.33,1.249,1975.23,15.8,0
2026-01-02 23:50:00,1,12.25,15.98,70.19,1.327,1996.72,15.73,0
2026-01-03 00:00:00,1,12.4,15.87,68.79,1.384,1992.66,15.22,0
2026-01-03 00:10:00,1,9.38,13.32,53.63,1.159,707.05,15.33,0
2026-01-03 00:20:00,1,10.09,13.87,56.48,1.245,986.33,15.78,0
2026-01-03 00:30:00,1,10.26,13.58,55.35,1.272,1029.1,14.91,0
2026-01-03 00:40:00,1,7.64,10.9,45.3,1.126,274.8,14.78,0
2026-01-03 00:50:00,1,9.01,12.84,51.88,1.218,613.79,15.06,0
2026-01-03 01:00:00,1,10.32,14.12,55.3,1.233,1053.68,14.44,0
2026-01-03 01:10:00,1,11.24,15.04,62.8,1.279,1538.1,14.96,0
2026-01-03 01:20:00,1,9.78,13.61,54.68,1.324,838.11,15.38,0
2026-01-03 01:30:00,1,9.37,13.07,52.97,1.124,707.47,15.08,0
2026-01-03 01:40:00,1,9.54,13.23,52.03,1.189,734.1,14.9,0
2026-01-03 01:50:00,1,9.61,13.49,54.47,1.231,805.87,14.11,0
2026-01-03 02:00:00,1,10.28,13.65,55.38,1.238,1051.8,13.61,0
2026-01-03 02:10:00,1,9.19,12.8,51.56,1.247,625.7,14.49,0
2026-01-03 02:20:00,1,9.06,12.79,50.4,1.207,611.7,14.41,0
2026-01-03 02:30:00,1,9.07,12.77,49.85,1.166,620.42,14.36,0
2026-01-03 02:40:00,1,7.14,10.65,44.2,1.196,197.01,14.2,0
2026-01-03 02:50:00,1,9.53,13.32,53.1,1.235,756.54,14.81,0
2026-01-03 03:00:00,1,10.23,14.05,55.46,1.164,1019.1,13.87,0
2026-01-03 03:10:00,1,9.1,12.73,51.08,1.233,632.19,14.7,0
2026-01-03 03:20:00,1,8.91,12.54,50.57,1.152,555.23,14.33,0
2026-01-03 03:30:00,1,9.24,13.06,51.51,1.212,665.2,14.23,0
2026-01-03 03:40:00,1,9.72,13.8,52.05,1.309,813.73,14.05,0
2026-01-03 03:50:00,1,8.74,12.22,47.79,1.322,521.63,13.88,0
2026-01-03 04:00:00,1,8.19,12.19,48.1,1.174,390.18,14.42,0
2026-01-03 04:10:00,1,9.16,12.89,50.74,1.065,639.3,14.54,0
2026-01-03 04:20:00,1,8.21,11.81,46.38,1.19,389.22,14.34,0
2026-01-03 04:30:00,1,9.49,13.1,53.56,1.145,754.31,14.94,0
2026-01-03 04:40:00,1,8.8,12.5,48.58,1.233,510.5,13.53,0
2026-01-03 04:50:00,1,8.66,11.84,50.05,1.195,501.2,15.05,0
2026-01-03 05:00:00,1,7.49,10.73,47.13,1.074,255.0,15.2,0
2026-01-03 05:10:00,1,9.16,12.78,51.72,1.166,653.14,15.23,0
2026-01-03 05:20:00,1,10.46,14.28,57.05,1.2,1146.05,14.34,0
2026-01-03 05:30:00,1,7.31,10.68,45.38,1.183,208.73,14.81,0
2026-01-03 05:40:00,1,9.14,12.66,51.11,1.198,648.43,14.94,0
2026-01-03 05:50:00,1,9.48,13.29,53.74,1.177,738.44,16.28,0
2026-01-03 06:00:00,1,7.16,10.94,46.3,1.156,190.6,15.7,0
2026-01-03 06:10:00,1,7.84,11.52,47.65,1.226,332.41,15.53,0
2026-01-03 06:20:00,1,7.76,11.33,47.71,1.153,286.23,15.53,0
2026-01-03 06:30:00,1,9.19,13.28,52.25,1.155,638.67,15.77,0
2026-01-03 06:40:00,1,8.56,11.97,50.24,1.159,461.96,16.04,0
2026-01-03 06:50:00,1,9.21,12.92,51.77,1.195,645.36,15.91,0
2026-01-03 07:00:00,1,7.41,10.97,47.61,1.185,235.43,16.36,0
2026-01-03 07:10:00,1,9.82,13.45,55.66,1.227,862.45,16.78,0
2026-01-03 07:20:00,1,9.96,13.86,56.18,1.224,909.51,16.27,0
2026-01-03 07:30:00,1,6.13,9.42,45.36,1.035,82.72,16.91,0
2026-01-03 07:40:00,1,5.74,9.14,46.1,1.16,55.11,17.16,0
